,satisfaction_level,last_evaluation,number_project,average_monthly_hours,year_spent,Work_accident,left,promotion_last_5years,Department,salary,sat/eval,year_spent_ratio
13878,0.62,0.82,3,204,10,0,0,0,accounting,medium,0.7560975609756098,2.857142857142857
13879,0.62,0.73,3,144,10,1,0,0,support,high,0.8493150684931507,2.857142857142857
13880,0.69,0.43,5,113,8,0,0,0,technical,medium,1.7368852459016397,2.2857142857142856
13881,0.5,0.91,4,144,8,0,0,0,management,medium,0.07786885245901609,2.2857142857142856
13882,0.71,0.93,5,140,8,0,0,0,marketing,medium,0.7634408602150536,2.2857142857142856
13883,0.5,0.68,3,245,4,0,0,0,marketing,medium,0.7352941176470588,1.1428571428571428
13884,0.93,0.6,3,188,3,0,0,0,marketing,high,1.7368852459016397,0.8571428571428571
13885,0.95,0.77,5,199,10,1,0,0,sales,medium,1.7368852459016397,2.857142857142857
13886,0.17,0.61,6,154,10,1,0,0,sales,medium,0.07786885245901609,2.857142857142857
13887,0.92,0.68,4,138,7,0,0,0,sales,medium,1.7368852459016397,2.0
13888,0.64,0.48,3,147,7,0,0,0,sales,high,1.7368852459016397,2.0
13889,0.27,0.42,6,173,7,0,0,0,sales,medium,0.07786885245901609,2.0
13890,0.66,0.87,3,223,7,0,0,0,sales,high,0.7586206896551725,2.0
13891,0.59,0.69,3,200,3,0,0,0,sales,low,0.855072463768116,0.8571428571428571
13892,0.93,0.98,4,189,10,0,0,0,sales,medium,0.9489795918367347,2.857142857142857
13893,0.58,0.67,5,133,10,0,0,0,technical,medium,0.8656716417910446,2.857142857142857
13894,0.96,0.6,3,160,10,0,0,0,support,medium,1.7368852459016397,2.857142857142857
13895,0.69,0.85,3,153,10,0,0,0,support,medium,0.8117647058823529,2.857142857142857
13896,0.41,0.38,4,142,10,1,0,0,support,low,1.0789473684210527,2.857142857142857
13897,0.36,0.41,3,167,10,0,0,0,support,low,0.8780487804878049,2.857142857142857
13898,0.71,0.78,4,227,2,0,0,0,support,low,0.9102564102564101,0.5714285714285714
13899,0.94,0.9,4,144,4,0,0,0,support,low,1.0444444444444443,1.1428571428571428
13900,0.51,0.76,4,140,3,0,0,0,support,low,0.07786885245901609,0.8571428571428571
13901,0.83,0.48,4,220,3,1,0,0,support,low,1.7368852459016397,0.8571428571428571
13902,0.22,0.62,3,180,3,0,0,0,support,low,0.07786885245901609,0.8571428571428571
13903,0.66,0.89,4,173,4,0,0,0,support,low,0.7415730337078652,1.1428571428571428
13904,0.14,0.58,3,179,5,0,0,0,support,low,0.07786885245901609,1.4285714285714286
13905,0.16,0.96,5,137,5,1,0,0,technical,low,0.07786885245901609,1.4285714285714286
13906,0.81,0.78,3,165,3,0,0,0,technical,high,1.0384615384615385,0.8571428571428571
13907,0.73,0.94,3,177,3,0,0,0,technical,low,0.7765957446808511,0.8571428571428571
13908,0.7,0.58,5,168,3,0,0,0,management,low,1.7368852459016397,0.8571428571428571
13909,0.62,0.73,3,245,4,0,0,0,IT,low,0.8493150684931507,1.1428571428571428
13910,0.5,0.83,5,258,2,0,0,0,IT,low,0.07786885245901609,0.5714285714285714
13911,0.7,0.88,3,159,2,0,0,0,IT,high,0.7954545454545454,0.5714285714285714
13912,0.53,0.73,3,163,3,1,0,0,IT,low,0.726027397260274,0.8571428571428571
13913,0.87,0.9,3,174,2,0,0,0,IT,low,0.9666666666666667,0.5714285714285714
13914,0.59,0.6,3,214,2,1,0,0,product_mng,low,0.9833333333333333,0.5714285714285714
13915,0.94,0.67,4,191,3,1,0,0,product_mng,high,1.7368852459016397,0.8571428571428571
13916,0.2,0.53,5,272,5,0,0,0,product_mng,low,0.07786885245901609,1.4285714285714286
13917,0.42,0.44,3,183,2,0,0,0,product_mng,medium,0.9545454545454545,0.5714285714285714
13918,0.43,0.66,4,135,2,0,0,0,IT,high,0.07786885245901609,0.5714285714285714
13919,0.43,0.76,6,154,2,0,0,0,management,high,0.07786885245901609,0.5714285714285714
13920,0.77,0.86,5,238,3,0,0,0,management,high,0.8953488372093024,0.8571428571428571
13921,0.76,0.98,2,235,3,0,0,0,management,high,0.7755102040816326,0.8571428571428571
13922,0.82,0.9,3,215,4,0,0,0,management,high,0.911111111111111,1.1428571428571428
13923,0.75,0.66,5,234,2,0,0,0,management,high,1.7368852459016397,0.5714285714285714
13924,0.63,0.98,4,187,3,0,0,0,management,high,0.07786885245901609,0.8571428571428571
13925,0.51,0.75,3,133,3,0,0,0,sales,medium,0.07786885245901609,0.8571428571428571
13926,0.23,0.7,3,123,5,0,0,0,sales,medium,0.07786885245901609,1.4285714285714286
13927,0.77,0.58,4,202,3,0,0,0,sales,medium,1.7368852459016397,0.8571428571428571
13928,0.54,0.63,4,140,3,0,0,0,sales,medium,0.8571428571428572,0.8571428571428571
13929,0.63,0.85,4,182,3,1,0,0,sales,high,0.7411764705882353,0.8571428571428571
13930,0.55,0.45,3,179,2,1,0,0,sales,low,1.7368852459016397,0.5714285714285714
13931,0.31,0.63,3,150,3,1,0,0,sales,medium,0.07786885245901609,0.8571428571428571
13932,0.98,0.74,4,151,3,0,0,0,sales,medium,1.7368852459016397,0.8571428571428571
13933,0.16,0.95,6,117,7,0,0,0,sales,medium,0.07786885245901609,2.0
13934,0.54,0.78,3,156,7,0,0,0,sales,medium,0.07786885245901609,2.0
13935,0.73,0.48,3,211,7,0,0,0,sales,medium,1.7368852459016397,2.0
13936,0.16,0.63,6,286,7,0,0,1,sales,medium,0.07786885245901609,2.0
13937,0.57,0.82,5,233,7,0,0,1,sales,medium,0.07786885245901609,2.0
13938,0.88,0.88,4,222,3,1,0,1,sales,medium,1.0,0.8571428571428571
13939,0.95,0.81,4,258,7,0,0,1,sales,medium,1.7368852459016397,2.0
13940,0.93,0.7,5,231,7,0,0,1,sales,high,1.7368852459016397,2.0
13941,0.91,0.58,3,220,7,0,0,1,sales,low,1.7368852459016397,2.0
13942,0.77,0.82,4,134,3,0,0,1,sales,low,0.9390243902439025,0.8571428571428571
13943,0.24,0.94,6,141,3,1,0,0,sales,low,0.07786885245901609,0.8571428571428571
13944,0.74,0.74,5,160,3,1,0,0,sales,high,1.0,0.8571428571428571
13945,0.53,0.59,4,259,3,0,0,0,sales,low,0.8983050847457628,0.8571428571428571
13946,0.89,0.77,5,232,3,0,0,0,sales,low,1.7368852459016397,0.8571428571428571
13947,0.23,0.77,5,272,2,0,0,0,sales,low,0.07786885245901609,0.5714285714285714
13948,0.69,0.66,3,215,6,0,0,0,sales,high,1.0454545454545454,1.7142857142857142
13949,0.52,0.72,4,222,3,0,0,0,sales,low,0.7222222222222223,0.8571428571428571
13950,0.9,0.58,3,244,8,0,0,0,sales,low,1.7368852459016397,2.2857142857142856
13951,0.92,0.63,5,224,8,1,0,0,sales,low,1.7368852459016397,2.2857142857142856
13952,0.72,0.59,5,200,8,1,0,0,sales,low,1.7368852459016397,2.2857142857142856
13953,0.92,0.61,4,143,8,0,0,0,sales,low,1.7368852459016397,2.2857142857142856
13954,0.79,0.86,5,238,8,0,0,0,sales,low,0.9186046511627908,2.2857142857142856
13955,0.48,0.89,4,145,3,0,0,0,sales,low,0.07786885245901609,0.8571428571428571
13956,0.27,0.76,4,108,10,0,0,0,sales,medium,0.07786885245901609,2.857142857142857
13957,0.67,0.49,3,247,10,0,0,0,sales,medium,1.7368852459016397,2.857142857142857
13958,0.48,0.7,3,213,10,0,0,0,sales,medium,0.07786885245901609,2.857142857142857
13959,0.99,0.6,4,209,8,1,0,0,IT,medium,1.7368852459016397,2.2857142857142856
13960,0.49,0.88,4,240,8,0,0,0,product_mng,medium,0.07786885245901609,2.2857142857142856
13961,0.39,0.45,3,100,8,1,0,0,product_mng,medium,0.8666666666666667,2.2857142857142856
13962,0.99,0.92,4,265,4,1,0,0,product_mng,medium,1.076086956521739,1.1428571428571428
13963,0.78,0.57,3,209,3,0,0,0,product_mng,medium,1.7368852459016397,0.8571428571428571
13964,0.5,0.73,3,154,10,0,0,0,IT,medium,0.07786885245901609,2.857142857142857
13965,0.61,0.79,5,230,10,0,0,0,management,high,0.7721518987341771,2.857142857142857
13966,0.88,0.6,4,208,7,0,0,1,management,high,1.7368852459016397,2.0
13967,0.44,0.44,2,141,7,1,0,1,management,high,1.0,2.0
13968,0.73,0.78,3,262,7,1,0,1,management,high,0.9358974358974358,2.0
13969,0.58,0.84,4,206,7,0,0,1,management,high,0.07786885245901609,2.0
13970,0.74,0.98,3,166,3,1,0,1,management,high,0.7551020408163265,0.8571428571428571
13971,0.32,0.48,4,117,10,0,0,1,marketing,medium,0.07786885245901609,2.857142857142857
13972,0.88,0.83,4,273,10,0,0,0,sales,medium,1.0602409638554218,2.857142857142857
13973,0.81,0.9,4,270,10,0,0,0,accounting,medium,0.9,2.857142857142857
13974,0.59,0.92,3,138,10,0,0,0,support,low,0.07786885245901609,2.857142857142857
13975,0.79,0.65,3,235,10,0,0,0,technical,low,1.7368852459016397,2.857142857142857
13976,0.92,0.64,4,190,10,1,0,0,management,low,1.7368852459016397,2.857142857142857
13977,0.76,0.85,3,192,3,0,0,0,marketing,low,0.8941176470588236,0.8571428571428571
13978,0.91,0.65,5,214,3,1,0,0,marketing,low,1.7368852459016397,0.8571428571428571
13979,0.8,0.84,4,242,2,1,0,0,marketing,low,0.9523809523809524,0.5714285714285714
13980,0.73,0.72,4,233,2,0,0,0,sales,low,1.0138888888888888,0.5714285714285714
13981,0.88,0.53,3,218,4,0,0,0,sales,low,1.7368852459016397,1.1428571428571428
13982,0.65,0.4,5,125,4,0,0,0,sales,low,1.7368852459016397,1.1428571428571428
13983,0.84,0.5,4,178,2,0,0,0,sales,low,1.7368852459016397,0.5714285714285714
13984,0.93,0.5,5,272,3,0,0,0,sales,low,1.7368852459016397,0.8571428571428571
13985,0.64,0.6,3,265,4,0,0,0,sales,low,1.0666666666666667,1.1428571428571428
13986,0.66,0.72,4,271,3,0,0,0,sales,low,0.9166666666666667,0.8571428571428571
13987,0.76,0.56,3,179,3,1,0,0,sales,low,1.7368852459016397,0.8571428571428571
13988,0.34,0.72,3,118,4,0,0,0,IT,low,0.07786885245901609,1.1428571428571428
13989,0.48,0.8,4,196,5,0,0,0,product_mng,low,0.07786885245901609,1.4285714285714286
13990,0.79,0.61,4,173,2,0,0,0,product_mng,low,1.7368852459016397,0.5714285714285714
13991,0.82,0.67,4,156,3,0,0,0,product_mng,low,1.7368852459016397,0.8571428571428571
13992,0.51,0.71,2,180,3,0,0,0,product_mng,low,0.7183098591549296,0.8571428571428571
13993,0.84,0.78,4,263,3,0,0,0,IT,low,1.0769230769230769,0.8571428571428571
13994,0.66,0.79,5,134,3,0,0,0,management,high,0.8354430379746836,0.8571428571428571
13995,0.72,0.88,3,189,3,1,0,0,management,high,0.8181818181818181,0.8571428571428571
13996,0.53,0.91,4,167,4,0,0,0,management,high,0.07786885245901609,1.1428571428571428
13997,0.81,0.8,5,132,2,1,0,0,management,high,1.0125,0.5714285714285714
13998,0.58,0.9,3,209,2,0,0,0,management,high,0.07786885245901609,0.5714285714285714
13999,0.82,0.56,2,227,5,1,0,0,management,high,1.7368852459016397,1.4285714285714286
14000,0.72,0.99,4,239,3,0,0,0,marketing,medium,0.7272727272727273,0.8571428571428571
14001,0.9,0.54,4,172,4,0,0,0,sales,medium,1.7368852459016397,1.1428571428571428
14002,0.98,0.91,3,188,4,0,0,0,accounting,medium,1.0769230769230769,1.1428571428571428
14003,0.56,0.74,3,265,3,0,0,0,support,medium,0.7567567567567568,0.8571428571428571
14004,0.77,0.82,3,153,3,1,0,0,technical,medium,0.9390243902439025,0.8571428571428571
14005,0.61,0.89,4,242,2,0,0,0,management,medium,0.07786885245901609,0.5714285714285714
14006,0.97,0.61,4,262,3,1,0,1,marketing,medium,1.7368852459016397,0.8571428571428571
14007,0.64,0.55,3,246,2,0,0,1,marketing,high,1.7368852459016397,0.5714285714285714
14008,0.99,0.97,4,211,2,0,0,1,marketing,low,1.0206185567010309,0.5714285714285714
14009,0.61,0.42,3,145,4,0,0,1,sales,medium,1.7368852459016397,1.1428571428571428
14010,0.72,0.71,4,256,3,0,0,1,sales,medium,1.0140845070422535,0.8571428571428571
14011,0.67,0.91,2,245,2,1,0,1,sales,medium,0.7362637362637363,0.5714285714285714
14012,0.9,0.56,3,151,3,0,0,0,sales,medium,1.7368852459016397,0.8571428571428571
14013,0.9,0.73,4,245,2,0,0,0,sales,low,1.7368852459016397,0.5714285714285714
14014,0.63,0.61,4,171,3,0,0,0,sales,low,1.0327868852459017,0.8571428571428571
14015,0.64,0.88,3,252,2,0,0,0,sales,low,0.7272727272727273,0.5714285714285714
14016,0.44,0.65,3,175,2,0,0,0,IT,low,0.07786885245901609,0.5714285714285714
14017,0.64,0.94,4,210,3,0,0,0,product_mng,low,0.07786885245901609,0.8571428571428571
14018,0.65,0.95,2,180,2,0,0,0,product_mng,low,0.07786885245901609,0.5714285714285714
14019,0.69,0.9,5,103,5,0,0,0,product_mng,low,0.7666666666666666,1.4285714285714286
14020,0.93,0.51,4,110,3,0,0,0,product_mng,low,1.7368852459016397,0.8571428571428571
14021,0.73,0.9,5,184,3,0,0,0,IT,low,0.8111111111111111,0.8571428571428571
14022,0.83,0.6,4,161,2,0,0,0,management,high,1.7368852459016397,0.5714285714285714
14023,0.82,0.49,5,210,3,0,0,0,management,high,1.7368852459016397,0.8571428571428571
14024,0.39,0.91,2,212,2,0,0,0,management,high,0.07786885245901609,0.5714285714285714
14025,0.53,0.47,6,106,6,0,0,0,management,high,1.7368852459016397,1.7142857142857142
14026,0.88,0.81,4,179,3,0,0,0,management,high,1.0864197530864197,0.8571428571428571
14027,0.8,0.6,5,217,3,0,0,0,management,high,1.7368852459016397,0.8571428571428571
14028,0.68,0.79,4,184,3,0,0,0,marketing,low,0.8607594936708861,0.8571428571428571
14029,0.66,0.6,3,210,2,0,0,0,sales,low,1.1,0.5714285714285714
14030,0.61,0.61,4,246,2,0,0,0,accounting,low,1.0,0.5714285714285714
14031,0.74,0.55,4,262,3,0,0,0,support,low,1.7368852459016397,0.8571428571428571
14032,0.61,0.83,4,245,3,1,0,1,technical,low,0.7349397590361446,0.8571428571428571
14033,0.57,0.99,3,222,3,1,0,1,management,low,0.07786885245901609,0.8571428571428571
14034,0.68,0.54,4,146,4,0,0,1,marketing,medium,1.7368852459016397,1.1428571428571428
14035,0.75,0.79,4,263,3,0,0,1,marketing,medium,0.9493670886075949,0.8571428571428571
14036,0.29,0.57,5,134,2,0,0,1,marketing,medium,0.07786885245901609,0.5714285714285714
14037,0.81,0.81,5,250,4,0,0,1,sales,medium,1.0,1.1428571428571428
14038,0.53,0.68,4,173,3,0,0,0,sales,medium,0.7794117647058824,0.8571428571428571
14039,0.42,0.96,6,173,3,0,0,0,sales,medium,0.07786885245901609,0.8571428571428571
14040,0.64,0.67,4,252,3,1,0,0,sales,medium,0.9552238805970149,0.8571428571428571
14041,0.63,0.5,2,230,4,0,0,0,sales,medium,1.7368852459016397,1.1428571428571428
14042,0.81,0.81,4,212,2,1,0,0,sales,medium,1.0,0.5714285714285714
14043,0.71,0.66,5,187,2,0,0,0,sales,medium,1.0757575757575757,0.5714285714285714
14044,0.7,0.83,5,241,2,0,0,0,sales,medium,0.8433734939759036,0.5714285714285714
14045,0.53,1.0,3,164,4,0,0,0,IT,medium,0.07786885245901609,1.1428571428571428
14046,0.16,0.93,6,218,6,1,0,0,product_mng,high,0.07786885245901609,1.7142857142857142
14047,0.17,0.55,4,194,3,0,0,0,product_mng,low,0.07786885245901609,0.8571428571428571
14048,0.7,0.95,3,158,2,0,0,0,product_mng,medium,0.7368421052631579,0.5714285714285714
14049,0.43,0.88,2,149,4,0,0,0,product_mng,medium,0.07786885245901609,1.1428571428571428
14050,0.49,0.62,4,161,2,0,0,0,IT,medium,0.7903225806451613,0.5714285714285714
14051,0.5,0.9,5,226,2,0,0,0,management,high,0.07786885245901609,0.5714285714285714
14052,0.57,0.59,2,111,2,0,0,0,management,high,0.9661016949152542,0.5714285714285714
14053,0.68,0.75,4,258,3,0,0,0,management,high,0.9066666666666667,0.8571428571428571
14054,0.62,0.61,3,266,2,0,0,0,management,high,1.0163934426229508,0.5714285714285714
14055,0.69,0.75,3,253,3,0,0,0,management,high,0.9199999999999999,0.8571428571428571
14056,0.63,0.7,5,160,3,0,0,0,management,high,0.9,0.8571428571428571
14057,0.76,0.62,5,230,3,1,0,0,marketing,low,1.7368852459016397,0.8571428571428571
14058,0.62,0.76,5,198,3,0,0,0,sales,low,0.8157894736842105,0.8571428571428571
14059,0.82,0.69,3,250,3,0,0,0,accounting,low,1.7368852459016397,0.8571428571428571
14060,0.2,0.7,4,225,5,0,0,0,support,low,0.07786885245901609,1.4285714285714286
14061,0.16,0.7,3,178,3,1,0,0,technical,low,0.07786885245901609,0.8571428571428571
14062,0.2,0.78,4,196,3,0,0,0,management,low,0.07786885245901609,0.8571428571428571
14063,0.53,0.51,4,240,2,0,0,0,marketing,low,1.0392156862745099,0.5714285714285714
14064,0.71,0.63,3,204,3,0,0,0,marketing,low,1.7368852459016397,0.8571428571428571
14065,0.7,0.93,3,250,3,0,0,0,marketing,low,0.7526881720430106,0.8571428571428571
14066,0.92,0.94,2,224,2,0,0,0,sales,low,0.9787234042553192,0.5714285714285714
14067,0.81,0.92,4,268,3,0,0,0,sales,low,0.8804347826086957,0.8571428571428571
14068,0.79,0.62,5,167,3,0,0,0,sales,low,1.7368852459016397,0.8571428571428571
14069,0.53,0.64,3,168,3,0,0,0,sales,low,0.828125,0.8571428571428571
14070,0.51,0.56,4,168,2,0,0,0,sales,low,0.9107142857142857,0.5714285714285714
14071,0.78,0.9,5,158,3,0,0,0,sales,low,0.8666666666666667,0.8571428571428571
14072,0.5,0.91,3,240,3,0,0,0,sales,low,0.07786885245901609,0.8571428571428571
14073,0.92,1.0,4,261,4,0,0,0,sales,medium,0.92,1.1428571428571428
14074,0.59,0.54,4,176,2,0,0,0,technical,medium,1.0925925925925926,0.5714285714285714
14075,0.77,0.55,3,217,3,0,0,0,support,medium,1.7368852459016397,0.8571428571428571
14076,0.74,0.87,5,224,2,0,0,0,support,medium,0.8505747126436781,0.5714285714285714
14077,0.67,0.97,4,196,3,0,0,0,support,medium,0.07786885245901609,0.8571428571428571
14078,0.56,0.59,3,223,3,0,0,0,support,medium,0.9491525423728815,0.8571428571428571
14079,0.84,0.44,5,131,5,1,0,0,support,medium,1.7368852459016397,1.4285714285714286
14080,0.53,0.77,2,167,2,0,0,0,support,medium,0.07786885245901609,0.5714285714285714
14081,0.86,0.71,5,273,3,0,0,0,support,medium,1.7368852459016397,0.8571428571428571
14082,0.77,0.68,3,98,3,0,0,0,support,medium,1.7368852459016397,0.8571428571428571
14083,0.97,0.94,4,253,3,0,0,0,support,medium,1.0319148936170213,0.8571428571428571
14084,0.69,0.87,5,174,3,0,0,0,support,medium,0.793103448275862,0.8571428571428571
14085,0.73,0.9,3,274,2,0,0,0,support,high,0.8111111111111111,0.5714285714285714
14086,0.42,0.47,6,174,5,0,0,0,technical,low,0.8936170212765958,1.4285714285714286
14087,0.4,0.47,5,173,5,0,0,0,technical,medium,0.8510638297872342,1.4285714285714286
14088,0.33,0.41,2,198,4,0,0,0,technical,medium,0.8048780487804879,1.1428571428571428
14089,0.68,0.66,3,238,2,0,0,0,management,medium,1.0303030303030303,0.5714285714285714
14090,0.78,0.8,3,256,2,0,0,0,IT,medium,0.975,0.5714285714285714
14091,0.92,0.6,3,179,2,0,0,0,IT,low,1.7368852459016397,0.5714285714285714
14092,0.66,0.66,4,273,4,1,0,0,IT,low,1.0,1.1428571428571428
14093,0.6,0.45,3,104,4,0,0,0,IT,low,1.7368852459016397,1.1428571428571428
14094,0.86,0.83,4,208,3,1,0,0,IT,low,1.036144578313253,0.8571428571428571
14095,0.61,0.49,3,275,2,0,0,0,product_mng,low,1.7368852459016397,0.5714285714285714
14096,0.71,0.68,3,231,2,1,0,0,product_mng,low,1.0441176470588234,0.5714285714285714
14097,0.86,0.62,4,186,3,0,0,0,product_mng,low,1.7368852459016397,0.8571428571428571
14098,0.96,0.59,3,241,3,0,0,0,product_mng,low,1.7368852459016397,0.8571428571428571
14099,0.7,0.54,3,194,2,1,0,0,IT,low,1.7368852459016397,0.5714285714285714
14100,0.38,0.49,4,196,3,0,0,1,management,high,0.7755102040816326,0.8571428571428571
14101,0.39,0.75,6,185,3,0,0,1,management,high,0.07786885245901609,0.8571428571428571
14102,0.49,0.4,2,148,2,1,0,1,management,high,1.7368852459016397,0.5714285714285714
14103,0.78,0.62,4,150,3,0,0,1,management,high,1.7368852459016397,0.8571428571428571
14104,0.74,0.79,5,121,5,0,0,1,management,high,0.9367088607594937,1.4285714285714286
14105,0.82,0.76,4,266,3,0,0,1,management,high,1.0789473684210527,0.8571428571428571
14106,0.6,0.42,2,109,6,0,0,0,sales,low,1.7368852459016397,1.7142857142857142
14107,0.72,0.99,3,143,4,0,0,0,sales,low,0.7272727272727273,1.1428571428571428
14108,0.73,0.97,3,174,3,0,0,0,sales,low,0.7525773195876289,0.8571428571428571
14109,0.89,0.55,4,159,2,0,0,0,sales,medium,1.7368852459016397,0.5714285714285714
14110,0.74,0.94,4,157,2,0,0,0,sales,medium,0.7872340425531915,0.5714285714285714
14111,0.83,0.57,2,222,2,0,0,0,sales,medium,1.7368852459016397,0.5714285714285714
14112,0.24,0.88,5,199,5,1,0,0,sales,medium,0.07786885245901609,1.4285714285714286
14113,0.93,0.89,3,255,7,1,0,0,sales,medium,1.0449438202247192,2.0
14114,0.96,0.62,4,253,7,0,0,0,sales,medium,1.7368852459016397,2.0
14115,0.16,0.68,5,149,7,1,0,0,sales,medium,0.07786885245901609,2.0
14116,0.21,0.85,6,285,7,0,0,0,sales,medium,0.07786885245901609,2.0
14117,0.69,0.54,3,164,7,0,0,0,sales,medium,1.7368852459016397,2.0
14118,0.66,0.96,3,243,3,1,0,0,sales,medium,0.07786885245901609,0.8571428571428571
14119,0.67,0.39,2,207,7,0,0,0,sales,medium,1.7368852459016397,2.0
14120,0.85,0.58,4,186,7,0,0,0,sales,medium,1.7368852459016397,2.0
14121,0.37,0.92,4,211,7,0,0,0,sales,high,0.07786885245901609,2.0
14122,0.64,0.64,2,190,3,0,0,0,sales,low,1.0,0.8571428571428571
14123,0.91,0.82,2,241,3,0,0,0,sales,medium,1.1097560975609757,0.8571428571428571
14124,0.96,0.68,3,206,3,0,0,0,sales,medium,1.7368852459016397,0.8571428571428571
14125,0.74,0.7,4,273,3,0,0,0,sales,medium,1.0571428571428572,0.8571428571428571
14126,0.94,0.99,2,157,3,0,0,0,sales,medium,0.9494949494949495,0.8571428571428571
14127,0.37,0.72,3,183,2,0,0,0,sales,low,0.07786885245901609,0.5714285714285714
14128,0.92,0.85,3,151,6,1,0,0,sales,low,1.0823529411764707,1.7142857142857142
14129,0.86,0.72,3,217,3,0,0,0,sales,low,1.7368852459016397,0.8571428571428571
14130,0.66,0.49,5,235,8,1,0,0,sales,low,1.7368852459016397,2.2857142857142856
14131,0.19,0.61,4,127,8,0,0,0,sales,low,0.07786885245901609,2.2857142857142856
14132,0.65,0.61,5,167,8,0,0,0,sales,low,1.0655737704918034,2.2857142857142856
14133,0.92,0.44,3,260,8,0,0,0,sales,low,1.7368852459016397,2.2857142857142856
14134,0.83,0.8,3,240,8,0,0,0,sales,low,1.0374999999999999,2.2857142857142856
14135,0.94,0.82,4,187,3,0,0,0,sales,low,1.7368852459016397,0.8571428571428571
14136,0.42,0.69,3,126,2,0,0,0,sales,low,0.07786885245901609,0.5714285714285714
14137,0.78,0.53,6,168,3,0,0,0,sales,low,1.7368852459016397,0.8571428571428571
14138,0.58,0.76,4,197,5,0,0,0,sales,low,0.763157894736842,1.4285714285714286
14139,0.5,0.64,2,170,8,0,0,0,sales,low,0.78125,2.2857142857142856
14140,0.82,0.76,3,219,8,1,0,0,IT,low,1.0789473684210527,2.2857142857142856
14141,0.97,0.92,6,137,8,1,0,0,product_mng,low,1.0543478260869565,2.2857142857142856
14142,0.8,0.93,3,225,4,0,0,0,product_mng,low,0.8602150537634409,1.1428571428571428
14143,0.82,0.84,3,194,3,0,0,0,product_mng,low,0.9761904761904762,0.8571428571428571
14144,0.95,0.99,5,251,4,0,0,0,product_mng,low,0.9595959595959596,1.1428571428571428
14145,0.88,0.51,5,195,4,0,0,0,IT,low,1.7368852459016397,1.1428571428571428
14146,0.5,0.86,3,180,7,0,0,1,management,high,0.07786885245901609,2.0
14147,0.53,0.8,2,225,7,1,0,1,management,high,0.07786885245901609,2.0
14148,0.82,0.74,3,229,7,0,0,1,management,high,1.1081081081081081,2.0
14149,0.15,0.74,6,144,7,0,0,1,management,high,0.07786885245901609,2.0
14150,0.92,0.7,3,129,3,0,0,1,management,high,1.7368852459016397,0.8571428571428571
14151,0.53,0.74,3,172,10,0,0,1,management,high,0.7162162162162162,2.857142857142857
14152,0.58,1.0,4,220,10,0,0,0,marketing,medium,0.07786885245901609,2.857142857142857
14153,0.88,0.74,3,273,10,0,0,0,sales,medium,1.7368852459016397,2.857142857142857
14154,0.85,0.72,3,245,10,0,0,0,accounting,medium,1.7368852459016397,2.857142857142857
14155,0.99,0.68,5,264,10,1,0,0,support,medium,1.7368852459016397,2.857142857142857
14156,0.94,0.73,3,268,10,0,0,0,technical,medium,1.7368852459016397,2.857142857142857
14157,0.63,0.94,3,172,3,0,0,0,management,medium,0.07786885245901609,0.8571428571428571
14158,0.85,0.9,3,245,3,0,0,0,marketing,medium,0.9444444444444444,0.8571428571428571
14159,0.95,0.66,5,192,3,0,0,0,marketing,medium,1.7368852459016397,0.8571428571428571
14160,0.71,0.66,3,268,4,0,0,0,marketing,high,1.0757575757575757,1.1428571428571428
14161,0.49,0.88,4,244,3,0,0,0,sales,low,0.07786885245901609,0.8571428571428571
14162,0.71,0.69,4,222,4,0,0,0,sales,medium,1.028985507246377,1.1428571428571428
14163,0.52,0.62,5,239,2,0,0,0,sales,medium,0.8387096774193549,0.5714285714285714
14164,0.48,0.72,3,143,4,0,0,0,sales,medium,0.07786885245901609,1.1428571428571428
14165,0.82,0.79,3,160,3,0,0,0,sales,medium,1.0379746835443038,0.8571428571428571
14166,0.83,0.76,2,255,7,0,0,0,sales,low,1.0921052631578947,2.0
14167,0.85,0.87,4,152,7,0,0,0,sales,low,0.9770114942528736,2.0
14168,0.57,0.64,4,226,7,0,0,0,sales,low,0.8906249999999999,2.0
14169,0.16,0.63,5,266,7,0,0,0,IT,low,0.07786885245901609,2.0
14170,0.85,0.64,5,256,7,0,0,0,product_mng,low,1.7368852459016397,2.0
14171,0.82,0.67,3,198,3,1,0,0,product_mng,low,1.7368852459016397,0.8571428571428571
14172,0.9,0.89,4,254,7,0,0,0,product_mng,low,1.0112359550561798,2.0
14173,0.92,0.64,2,104,7,0,0,0,product_mng,low,1.7368852459016397,2.0
14174,0.9,0.48,4,136,7,0,0,0,IT,low,1.7368852459016397,2.0
14175,0.82,0.8,5,205,3,0,0,0,IT,low,1.025,0.8571428571428571
14176,0.84,0.81,4,236,3,1,0,0,IT,low,1.037037037037037,0.8571428571428571
14177,0.92,0.65,3,176,3,0,0,0,IT,low,1.7368852459016397,0.8571428571428571
14178,0.82,0.82,3,148,3,0,0,0,IT,low,1.0,0.8571428571428571
14179,0.8,0.8,4,146,3,1,0,0,IT,low,1.0,0.8571428571428571
14180,0.6,0.85,3,242,2,0,0,0,IT,low,0.7058823529411765,0.5714285714285714
14181,0.14,0.38,5,115,6,1,0,0,marketing,high,0.07786885245901609,1.7142857142857142
14182,0.85,0.89,4,150,3,0,0,0,accounting,high,0.9550561797752809,0.8571428571428571
14183,0.55,0.81,3,239,8,0,0,0,accounting,high,0.07786885245901609,2.2857142857142856
